objectID,Question1,Answer1,Question2,Answer2,Question3,Answer3,Question4,Answer4,imagePath
446725, What type of object is described?, Anklet, What material are the anklets made of?, Gold, When were the anklets created?, 19th century, From which regions of India would these anklets have been worn?," Rajasthan, Malwa, and Madhya Pradesh",input_dataset/images/446725.jpg
448216, What type of fabric is the cover made of?, Cotton, What decoration technique was used to create the design on the cover?, Kalamkari, What is the main motif depicted on the central medallion of the cover?, A turkey, When did the Mughal emperor Jahangir write about the animals that inspired the motif on the cover?, Not specified in the provided description,input_dataset/images/448216.jpg
500909, What is the purpose of the sruti upanga?," It was used as a drone accompaniment, providing a continuous note in the background.", Who played the sruti upanga?," It was played by male musicians who accompanied devadasi, female dancers who dedicated their lives to a deity.", What caused the decline of the sruti upanga in Tamil Nadu?," The anti-nautch campaign and the Madras Devadasis Prevention of Dedication Act of 1947, which criminalized the devadasi practice.", Where was the sruti upanga still in use in the early 1980s?," In Andhra Pradesh (Central India), where it was used as a drone instrument to accompany Telugu epic singers.",input_dataset/images/500909.jpg
444557, What is the name of the art object?, Water Container (Ganga-Jumna Lota), When was the object created?, 19th century, What materials were used to make the object?, Brass and copper, Where was the object most likely made?, Thanjavur,input_dataset/images/444557.jpg
456922, What is the title of the artwork?, Three Noblemen in Procession on an Elephant, Who is the artist of the artwork?, Venkatchellum, What is the medium used to create the artwork?, Opaque watercolor and gold on paper, What is the size of the artwork?, Page: H. 18 3/4 in. (47.6 cm) x W. 14 1/8 in. (35.9 cm); Mat: H. 22 in. (55.9 cm) x W. 28 in. (71.1 cm),input_dataset/images/456922.jpg
453082, What is the title of the artwork?," '""The Lion king, With his Mother, Receives Dimna"", Folio from a Kalila wa Dimna'", When was the artwork created?, Second quarter 16th century, What materials were used to create the artwork?, Ink and opaque watercolor on paper, What are the dimensions of the artwork?," Overall: H. 12 1/2 in. (31.8 cm), W. 8 7/8 in. (22.6 cm)\nAverage text size: H. 8 5/8 in. (21.9 cm), W. 4 7/8 in. (12.4 cm)",input_dataset/images/453082.jpg
632624, What is the name of the object?, Huqqa Mat, What is the medium of the object?," Silk, cotton, velvet, and canvas; embroidered with metal wrapped thread, sequins, and beads", What period was this art piece made?, ca. 1800, What was the purpose of this object?," It was used as a mat to place a huqqa (water pipe) on, and to create a comfortable seating area for the smoker.",input_dataset/images/632624.jpg
500764, What is the name of the art object?, Turhā or Karnā, What is the medium used to create the object?, Brass, When was the object created?, Late 19th century, What is the classification of the object?, Aerophone-Lip Vibrated-trumpet / trombone,input_dataset/images/500764.jpg
448677, What is the name of the art?, Carpet Fragment, Around what year was the carpet created?, ca. 1650, Where was the carpet likely made?, Kashmir or Lahore, What is the carpet made of?," Silk, pashmina wool, and asymmetrically knotted pile",input_dataset/images/448677.jpg
453341, What is the name of the art?, Mango-Shaped Flask, When was the art created?, Mid-17th century, What materials were used to create the art?," Rock crystal, gold, enamel, rubies, and emeralds", What is a notable feature of the art that reflects Mughal influence?," The finely balanced, elegantly drawn network of scrolling vines in gold, inset with gemstones, recalls the Mughal debt to Safavid Iran.",input_dataset/images/453341.jpg
452554, What is the name of the art?, Carpet with Niche and Flower Design, When was the art created?, Mid-17th century, What is the medium used to create the art?," Cotton (warp and weft), silk (weft), wool (pile)", Where is the art believed to have originated from?, Kashmir or Lahore,input_dataset/images/452554.jpg
453066, What is the title of the art?," ""The Man who Pretends to be Asleep While the Thief Enters his House Becomes Drowsy and Really Falls Asleep"", Folio from a Kalila wa Dimna", When was the art created?, Second quarter 16th century, What is the medium of the art?, Opaque watercolor on paper, What are the dimensions of the art?, Overall:,input_dataset/images/453066.jpg
453154, What is the title of the art?, Page of Calligraphy from a Kalila wa Dimna, In what century was the art created?, Second quarter of the 16th century, What is the medium used in the art?, Ink and opaque watercolor on paper, What is the primary classification of this art?, Codices,input_dataset/images/453154.jpg
446780, What is the object's name?, Earring, When was the object made?, 19th century, What material is the object made from?, Gold, What are some of the decorative motifs used on the object?," Floral motifs, three-petalled flowers, and a cast rosette",input_dataset/images/446780.jpg
448351, What is the name of the art?, Joined Fragments: Velvet Panel with Rows of Flowers, When was the art created?, Mid-17th century, What is the medium used to create the art?," Silk, cut and voided velvet, with continuous floats of metal wrapped thread", What is the style of the art?, Mughal decorative style,input_dataset/images/448351.jpg
500709, What is the name of the art?, Taūs (mayuri), When was the art created?, 19th century, What materials were used to create the art?," Wood, parchment, metal, feathers", What is the significance of the peacock in the art?," The peacock represents Sarasvatî, the goddess of music, and is a metaphor for courtship in Indian poetry.",input_dataset/images/500709.jpg
456923, What is the name of the artwork?," Ashoka Tree Flower, Leaves, Pod, and Seed", What is the medium used to create the artwork?, Opaque watercolor on paper, When was the artwork created?, First half of the 19th century, Where was the artwork likely created?, Calcutta,input_dataset/images/456923.jpg
500716, What is the name of the art object?, Rabab, When was the Rabab created?, ca. 1885, What is the Rabab made of?, Tun wood, What type of musical instrument is the Rabab?, Chordophone-Lute-plucked-unfretted,input_dataset/images/500716.jpg
444859, What is the name of the art object described in the text?, Coin, When was the coin produced?, Dated 1028 AH/1619 CE, What is the material used to create the coin?, Gold, What is the motif depicted on the coin?, Signs of the zodiac,input_dataset/images/444859.jpg
453272, What is the primary medium used to create the art?," Ink, opaque watercolor, and gold on paper", What is the subject matter of the calligraphy on the album leaf?, A Shi'a invocation calling upon Imam 'Ali for help, What calligraphy style is employed in the writing?, Nasta'liq, Who is the scribe who created the album leaf?, Muhammad Salih,input_dataset/images/453272.jpg
457054, What is the title of the illustrated manuscript?, Folio from the Kathasaritsagara, What materials were used to create the folio?," Ink, opaque watercolor, and gold on paper", When was the folio created?, ca. 1590, For whom was the folio created?, The Kashmiri queen Suryamati and translated into Persian for Akbar (r. 1556–1605),input_dataset/images/457054.jpg
500774, What type of musical instrument is this art?, Kinnari Vina, When was this instrument made?, 19th century, What materials were used to make this instrument?, Wood and gourds, What is the significance of this instrument today?," It is only found in rural, tribal settings, having once been part of classical music.",input_dataset/images/500774.jpg
453367, What is the name of the artwork?, Portrait of the Elephant 'Alam Guman, Who is the artist of the artwork?, Bichitr, What are the materials used to create the artwork?, Opaque watercolor and gold on paper, What was the purpose of the artwork?," To record the treasures of the Indian court, specifically the elephant 'Alam Guman, one of the prized possessions of the Mughal emperor Jahangir.",input_dataset/images/453367.jpg
454114, What is the title of the art?, Folio from a Qur'an Manuscript, What is the medium used to create the art?," Ink, opaque watercolor, and gold on paper", What is the approximate time period in which the art was created?, 14th century, What is the significance of the medallion on the right-hand side of the verso?, The medallion marks a section (juz) of the chapter.,input_dataset/images/454114.jpg
453228, What type of object is this?, Coat, When was the coat made?, Late 19th century, What is the medium used in the coat?, Wool; double interlocking twill tapestry weave, Where is the coat from?, Amritsar,input_dataset/images/453228.jpg
453241, What is the primary material used to create this artwork?, Marble, When was this artwork created?, Early 17th century, What is the object's function?, A screen for filtering light through a window, What is its size?," H. 48 7/16 in. (123 cm), W. 26 1/2 in. (67.3 cm), D. 2 3/4 in. (7 cm)",input_dataset/images/453241.jpg
455064, What is the name of the textile being described?, Tent panel, What is the decoration technique used on the panel?, Kalamkari, When was the panel likely made?, 1700-1740, What was the original purpose of the panel?, To line an eighteenth-century Ottoman tent,input_dataset/images/455064.jpg
451683, What is the name of the artwork?, Bifolium from a Qur'an Manuscript, What is the medium of the artwork?," Ink, opaque watercolor, and gold on paper", What century was the artwork created?, 15th century, Describe the ornamentation on the artwork.," The text is surrounded by Kufic calligraphy in red and blue against a background of vegetal scrolls in gold. Geometric floral motifs in red, green, blue and gold ornament the corners.",input_dataset/images/451683.jpg
446753, What is the name of the jewelry?, Necklace, What materials were used to create the necklace?, Gold and jewels, What type of necklace is it known as?, Guluband, When was the necklace likely made?, 18th–19th century,input_dataset/images/446753.jpg
446562, Who is the artist behind the artwork?, Amir Khusrau Dihlavi, In what year was the artwork created?, 1597-98, What materials were used to create the artwork?," Ink, opaque watercolor, gold on paper, and gold on dyed paper", What is the central theme depicted in the artwork?," Bahram Gur's encounter with his slave girl Dilaram, whose music has mesmerized a herd of deer",input_dataset/images/446562.jpg
448528, What is the name of the art object?, Textile fragment, What techniques were used to create the textile?," Block-printed, mordant dyed", From which century does the textile date?, 15th century, Where was the textile found?," Fustat, Egypt",input_dataset/images/448528.jpg
444674, What is the primary purpose of armlets in Indian culture?, An important element in the suite of jewels worn in India., What are some of the unique features of this particular armlet?," Bells serving as pendants, resulting in both visual and auditory appeal.", What is the material used to create this armlet?, Silver, What possible purpose do the small boxes on the armlet serve?," They resemble amulet boxes, suggesting a talismanic function for the wearer.",input_dataset/images/444674.jpg
453180, Who is depicted in the portrait?, Raja Man Singh of Amber., In what year was the artwork created?, ca. 1590., What medium was used to create the artwork?," Ink, opaque watercolor, and gold on paper.", What is the classification of the artwork?, Codices.,input_dataset/images/453180.jpg
448467, Who painted the artwork?, Abu'l Fazl, What is the title of the artwork?," """"Akbar Hunting with Cheetahs"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album""", When was the artwork created?, ca. 1604, What type of art is it?, Illustrated album leaf,input_dataset/images/448467.jpg
446767, What type of art is it?, Jewelry, What is the necklace made of?," Gold, diamonds, colorless sapphires, rubies, imitation emeralds, and pearls", When was the necklace created?, 18th–19th century, What is the significance of jewelry in Mughal culture?," The wearing and appreciation of jewelry was considered an art in itself, and it was worn by all members of society.",input_dataset/images/446767.jpg
453097, What is the title of the art?," ""The Birds and the Monkeys with the Glow Worm"", Folio from a Kalila wa Dimna", What is the medium used to create the art?, Ink and opaque watercolor on paper, From which century does this art date back to?, second quarter 16th century, Where is it suggested that this manuscript was copied from?, Egypt,input_dataset/images/453097.jpg
453060, What is the title of the art?, Page of Calligraphy from a  from a Kalila wa Dimna, What is the medium used in the art?, Ink and opaque watercolor on paper, What is the classification of the art?, Codices, What is the possible origin of the art?," Sultanate Gujarat, copied from an Egyptian original",input_dataset/images/453060.jpg
448522, What is the name of the art?, Textile with Arabesque and Palmette Design., When was the art created?, 14th century., What materials were used to create the art?," Cotton, plain weave; block-printed, mordant dyed.", Where was the art produced?," Gujarat, India.",input_dataset/images/448522.jpg
500713, What type of musical instrument is Bāyā?," A kettle drum, used in a set of drums accompanying North Indian classical music and dance.", What materials are used to make Bāyā?, Wood and skin., During which century was the Bāyā exhibited?, Late 19th century., What is the significance of the size difference between the tablā and bāyā in modern sets?," Modern tablā sets feature smaller right-hand tablā drums and larger left-hand bāyā drums, reflecting their different roles and a change in musical practices compared to the 19th century.",input_dataset/images/500713.jpg
453188, What is the primary material used for the hilt of the dagger?, Nephrite, What is the approximate year this dagger was created?,1640, What is the main purpose of a dagger in Mughal India?, To display the wealth and power of its owner, Describe the distinctive shape of the handle and its origin.," The handle has a pistol grip, a curved shape that originated in the Deccan and became popular in Mughal painting during the reign of Shah Jahan.",input_dataset/images/453188.jpg
447797, What is the name of the art?, Illustrated album leaf, Who is the artist of the art?, Khem Karan, What is the medium used to create the art?," Ink, opaque watercolor, and gold on paper", What is the significance of elephants at Indian courts?," Elephants were highly prized as gifts and booty in military campaigns, and paintings of admired elephants were often made at the Mughal court.",input_dataset/images/447797.jpg
458444, What is the title of the art?, Folio from a Qur'an Manuscript, When was this art created?, 14th century, What is the material and technique used?, Ink on paper, Describe the aesthetics and script of the folio., The folio has seven lines of black muhaqqaq script with interlinear Persian translation in naskhi script. Verse ending marks are comprised of three red dots.,input_dataset/images/458444.jpg
450465, What is the name of the artwork?, Hanging with a Medallion Carpet Design, When was the artwork created?, 1628–58, What is the medium of the artwork?, Silk; cut velvet, What is the classification of the artwork?, Textiles-Woven,input_dataset/images/450465.jpg
827351, What is the name of the art?, Illustrated album leaf, Who is the subject of the painting?, Farhad Khan, What does the rose in Farhad Khan's hand represent?, His refined taste, How is slavery depicted in this work of art?," East African slaves in the Deccan are portrayed as courtiers and nobles, reflecting social mobility in Islamicate slavery systems.",input_dataset/images/827351.jpg
456968, What is the name of the artwork?, A Nobleman Reading, What is the medium of the artwork?, Opaque watercolor on paper, What is the size of the painting without the frame?, H. 8 11/16 in. (22 cm) x W. 6 1/2 in. (16.5 cm), What is the classification of the artwork?, Codices,input_dataset/images/456968.jpg
453149, What is the title of the artwork?, Folio from a Kalila wa Dimna, What is the medium used in the artwork?, Ink and opaque watercolor on paper, To what century does the artwork belong?, Second quarter 16th century, What is the name of the script used in the artwork's Arabic text?," Strong, left-leaning naskh-like script",input_dataset/images/453149.jpg
784629, What is the name of the art?, Tiger-Claw necklace, When was the art created?, ca. 19th century, What materials were used to create the art?," Gold, gold beads, rubies, emeralds, diamonds, spinels, and tiger claws", What is the technique used to create the art?," Kundan, whereby stones are held in place by pure, pressed gold.",input_dataset/images/784629.jpg
453261, What is the name of the art?, Pierced Window Screen (Jali), When was the art created?, early 17th century, What material is the art made of?, Marble, What is the overall dimension of the art?, H. 56 1/2 in. (143.5 cm) W. 30 1/2 in. (77.5 cm) D. 2 1/2 in. (6.4 cm),input_dataset/images/453261.jpg
